Consumer.No,Status,Name,Mobile,State,City,Discom,Sub_Division,SubStation,Address,Latitude/Longitude,New_Mtr.No,Agency,Field_Engg.,Field_User,Install_Date,Mtr_Make,Mtr_Type,Mtr_Model,BodySeal.No,TerminalSeal.No,ModemSeal.No,Box_Seal.No,Sim.No,Sim_IMEI.No,Initial_Reading,Closing_Reading,Final Reading-KWH,Final Reading-KVAH,Final Reading-KVA,Final Reading-KW,LTCTRatio,Sealed,GPSSignal,SIMPID,CM_NewMtrMF,con_mail,ins_remark,OLDMtrNo,OldMtrMake,Mtr.Location,Mtr.Feasibility,Exception,MeterStatus,CertifyPageNo,VerifiedMobile No.
2350220000,MI Hold By L&T,MONA,9896113836,Pun,Amsar,PCL,SDO21312,1146,RAM NARAIN H.N 100 S EC. 4 ABC HR IND,29.6656692/76.9979669,GP4458090,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,l6209133/g1244138,6131593,l6208929,g1244150/,#89910100009009952502,#863709024166714,0,0,9853,,0,0,1,1,,0,1,gmail.com,New Meter Photo,6482632,123,Out,,,,0,9896113836
9059020000,Field Engg.,SMT.SUNITA,9315437323,Pun,Amsar,PCL,SDO21312,1146,"#1123/4,MIG HBC,KNL ABC HR IND",29.6662002/76.9925674,GP4458240,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,l6403514/G1244193,1636275,l6403388,G1244199/,#89910100009009952536,#863709023073788,0,19778,19778,,0,0,1,1,,0,1,@,OK,518851,123,Out,YES,,,0,9315437323
6113220000,L&T,ROSHAN S/O NATHU RAM,9854178000,Pun,Amsar,PCL,SDO21312,1146,H NO 952 H NO 1166 S ABC HR IND,29.6654181/76.9953976,GP4458259,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6403585/g1244159,6138524,L6403052,g1244179/,#89910100009009952452,#863709023080486,0,8386,8390,,0,0.28,1,1,,0,1,@,,6487719,123,Out,YES,,,0,9854178000
2159020000,L&T,DEEPAK BATRA,9253001500,Pun,Amsar,PCL,SDO21312,1146,1129/4/MIG KNL ABC HR IND,29.6652911/76.9953045,GP4458262,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6403635/G1244156,6217254,L6403594,G1244155/,#89910100009009952437,#863709022739330,0,11427,11427,,0,0,1,1,,0,1,@,,6489594,123,Out,YES,,,0,9253001500
7150220000,L&T,INDIKA,9215372747,Pun,Amsar,PCL,SDO21312,1146,SHIV KUMAR #937/4-5 ABC HR IND,29.6648216/76.9953891,GP4458054,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6119396/G1244169,6136135,L6119092,G1244134/,#89910100009009952288,#863709023469622,0,19200,19200,,0,2.24,1,1,,0,1,sharmashivkumar874@gmail.com,,6487714,123,Out,YES,,,0,9215372747
7649020000,L&T,LAKHMI CHAND,9896605192,Pun,Amsar,PCL,SDO21312,1146,H.NO-941 SEC-4 ABC HR IND,29.664798/76.9954359,GP4458058,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6119105/G1244167,6131978,L6119227,G1244133/,#89910100009009952114,#863709022767182,0,17808,17808,,0,0,1,1,,0,1,123@gmail.com,OK,DO130491,123,Out,YES,,,0,9896605192
9397910000,L&T,MANGA RAM,9999910233,Pun,Amsar,PCL,SDO21312,1146,"994/4,HIG H.B,KNL ABC HR IND",18.124119/83.3851154,GP4458068,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6118998/G1244117,6131838,L6118945,G1244118/,#89910100009009951116,#863709023464052,0,12106,12106,,0,0,1,1,,0,1,gmail.com,,6137216,123,Out,YES,,,0,9999910233
9013220000,L&T,DHARMVIR,9896146313,Pun,Amsar,PCL,SDO21312,1146,#928/4-5 LIG KNL ABC HR IND,29.6645603/76.9977569,GP4458242,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6403117/G1244163,6131583,L6402985,G1244151/,#89910100009009952387,#863709022907499,0,4447,4447,,0,0,1,1,,0,1,@,,572595,123,Out,YES,,,0,9896146313
6206220000,L&T,HARI CHAND,9468007616,Pun,Amsar,PCL,SDO21312,1146,H.N 934 SEC. 4 ABC HR IND,29.664695451626145/76.9965199381113,GP4454861,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6094424/G1244175,6137733,L6094613,G1244143/,#89910100009009952304,#863709024292775,0,10694,10694,,0,0,1,1,,0,1,gmail.com,,423556,123,Out,YES,,,0,9468007616
9168420000,L&T,RAJ RANI,9215575235,Pun,Amsar,PCL,SDO21312,1146,SOM NATH 1128 4-5 HB ABC HR IND,29.6654747/76.9946858,GP4458261,SDO21312,SDO21312,XYZ,30-Mar-19,123,1-Phase,SKM-145,L6403295G1244161,6136294,L6403540,G1244178/,#89910100009009952460,#863709023123039,0,9236,1860,,0,0.28,1,1,,0,1,@,,6488173,123,Out,YES,,,0,9215575235
2050220000,L&T,RAJ RANI,9466517987,Pun,Amsar,PCL,SDO21312,1146,SANJAY GUPTA 1242 SE ABC HR IND,29.6683759/76.9952268,GP4458121,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6118414/g1244032,5131538,L6119326,g1244031/,#89910100009009952023,#863709024296982,0,0,6832,,0,0.28,1,1,,0,1,@,,6352739,123,Out,,,,0,9466517987
5065520000,L&T,KAMLESH RANI,9896750885,Pun,Amsar,PCL,SDO21312,1146,"#1216/4,LIG,HBC KNL ABC HR IND",29.666522/76.9958071,GP4457901,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L611835959/g1244035,6131383,L6118586,g1244036/,#89910100009009951991,#863709024209530,0,0,680,,0,0.28,1,1,,0,1,@,OK,810292,123,Out,,,,0,9896750885
6626020000,L&T,SAROJ RANI,9034176908,Pun,Amsar,PCL,SDO21312,1146,W/O SADHU RAM HNO 12 12 SECT 4/5 ABC HR IND,29.6656751/76.9950234,GP4457898,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119129/G1244029,6130369,L6118285,G1244028/,#89910100009009952015,#863709022737193,0,0,5298,,0,0.28,1,1,,0,1,@,OK,6352746,123,Out,,,,0,9034176908
8903220000,L&T,RAJNISH GUPTA,9991235451,Pun,Amsar,PCL,SDO21312,1146,SAT PARKASH HNO 1210 ABC HR IND,29.6684081/76.996887,GP4457903,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119560,6130330,L6122721/g1244037,G1244038/,#89910100009009952007,#863709023375498,0,0,6677,,0,0.28,1,1,,0,1,@,,813784,123,Out,,,,0,9991235451
5945300094,L&T,RANJU SARDANA,9416337195,Pun,Amsar,PCL,SDO21312,1146,1465 SECTOR 4 HOUSING BOARD COLONY Sector-4 ABC ABC HR-132001 IND,29.6671581/76.995072,GP4454923,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6121910/G1244202,6138022,L6121290/,G1244207/,#89910100009010176430,#863709024183594,0,0,617,,0,0.12,1,1,,0,1,123@gmail.com,,7497501,123,Out,,,,0,9416337195
3208910000,L&T,SHIV DAYAL,9253191566,Pun,Amsar,PCL,SDO21312,1146,BIHARI LAL 1466 SEC4 ABC HR IND,29.6667433/76.9956068,GP4454922,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6121279/G1244201,6138241,L6121177,G1244214/,#89910100009010176448,#863709024264097,0,0,4842,,0,0.26,1,1,,0,1,gmail.com,,6483590,123,Out,,,,0,9253191566
2513220000,L&T,SHAKUNTLA DEVI,9729848884,Pun,Amsar,PCL,SDO21312,1146,JAI NARAIN 1464 SECT ABC HR IND,29.6667433/76.9956068,GP4454927,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6121312/G1244216,6137368,L6121284,G1244215/,#89910100009010176398,#863709024225841,0,0,11489,,0,1.36,1,1,,0,1,123@gmail.com,,6483589,123,Out,,,,0,9729848884
7136020000,L&T,RAJESH KUMAR,9999999999,Pun,Amsar,PCL,SDO21312,1146,S/O HARDEV HNO.1449 SEC 45 ABC HR IND,29.6670787/76.9952577,GP4454926,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6121403/G1244206,6137960,L6121411,G1244209/,#89910100009010176380,#863709024159057,0,0,3050,,0,0.14,1,1,,0,1,gmail.com,,6483600,123,Out,,,,0,9999999999
8235520000,L&T,ASHOK KUMAR,9991663859,Pun,Amsar,PCL,SDO21312,1146,"#1462/4 U.E.,KNL ABC HR IND",29.6686924/76.9961671,GP4456469,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117367/G1244205,6136153,L6117156,G1244208/,#89910100009010176364,#863709024314264,0,0,22691,,0,0.8,1,1,,0,1,gmail.com,,6483602,123,Out,,,,0,9991663859
8168420000,L&T,RAJ KUMAR,9050851936,Pun,Amsar,PCL,SDO21312,1146,SHER SINGH HNO 1467 ABC HR IND,29.6671281/76.9952297,GP4454924,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6121269/G1244203,6138082,L6121664,G1244211/,#89910100009010176307,#863709024228860,0,0,12917,,0,1.08,1,1,,0,1,gmail.com,,6097314,123,Out,,,,0,9050851936
343043727,L&T,SHIV KUMAR.S/O.MURARI LAL,9468148773,Pun,Amsar,PCL,SDO21312,1146,H.N.1446 SEC.4 ABC ABC HR-132001 IND,29.6670354/76.9952596,GP4456464,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117565/G1244212,6138064,L6117464,G1244213/,#89910100009010176331,#863709024210629,0,0,2930,,0,0,1,1,,0,1,gmail.com,,74339902,123,Out,,,,0,9468148773
6765520000,L&T,KANCHAN SHARMA,7357236464,Pun,Amsar,PCL,SDO21312,1146,VIKAS SHARMA #1069 SEC-4 ABC HR IND,29.6637116/76.9961671,GP4456542,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117667/G1244061,6139615,L6117817,G1244076/,#89910100009009949359,#863709024286538,0,0,13268,,0,0,1,1,,0,1,gmail.com,OK,6483336,123,Out,,,,0,7357236464
7765520000,L&T,ANAND SAROOP,9996436039,Pun,Amsar,PCL,SDO21312,1146,RAM SAROOP 1077 SEC. 4 ABC HR IND,29.6653759/76.9962508,GP4456543,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117552/G1244083,6130982,L6117561,G1244086/,#89910100009009949375,#863709024300677,0,0,15564,,0,0,1,1,,0,1,gmail.com,OK,6515732,123,Out,,,,0,9996436039
7268420000,L&T,PUSHPA SRIVASTAVA,9034367666,Pun,Amsar,PCL,SDO21312,1146,W/O NARINDER MOHAN H NO.1073 SEC 4 ABC HR IND,18.124119/83.3851154,GP4456545,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117768/G1244056,6138249,L6117407,G1244059/,#89910100009009949334,#863709024264444,0,0,7333,,0,0,1,1,,0,1,gmail.com,OK,6483334,123,Out,,,,0,9034367666
9506220000,L&T,SMT.MANJULA MITTAL,9255412021,Pun,Amsar,PCL,SDO21312,1146,SH. SHAM LAL ABC HR IND,29.6654709/76.9958501,GP4457517,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119927G1244074,6138272,L6119992,G1244668/,#89910100009009949243,#863709024275994,0,0,20615,,0,0,1,1,,0,1,gmail.com,,315865,123,Out,,,,0,9255412021
1336020000,L&T,VRINDER SINGH,9.20E+11,Pun,Amsar,PCL,SDO21312,1146,ISHWER SINGH 1078 M IG SEC-4 ABC HR IND,18.123973293950176/83.38494669646026,GP4454595,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094404/G12440991,6138585,L6094585,G1244092/,#89910100009009948245,#863709024336291,0,0,14262,,0,0,1,1,,0,1,gmail.com,,6489432,123,Out,,,,0,9.20E+11
1513220000,L&T,RAJESHO DEVI,9896950052,Pun,Amsar,PCL,SDO21312,1146,# 1101/4-5 5 ABC HR IND,18.124119/83.3851154,GP4458079,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119513/G1244096,6138289,L6119099,G1244095/,#89910100009009952254,#863709022739348,0,0,5292,,0,0,1,1,,0,1,gmail.com,,6352148,123,Out,,,,0,9896950052
6108910000,L&T,RAJESH KUMAR,9467418224,Pun,Amsar,PCL,SDO21312,1146,#1102/4-5 U.E. C. 5 ABC HR IND,29.66562217989411/76.99564922600986,GP4458081,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119010/G1244093,6131923,L6119308,G1244094/,#89910100009009952213,#863709023094198,0,0,7337,,0,0,1,1,,0,1,gmail.com,,6517228,123,Out,,,,0,9467418224
9236020000,L&T,RAJIV KUMAR,9215200306,Pun,Amsar,PCL,SDO21312,1146,RAJINDER NATH H.N 10 70 SEC. 4 ABC HR IND,29.6654709/76.9958501,GP4456544,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117053/G1244060,6130958,L6117779,G1244062/,#89910100009009949326,#863709024323216,0,0,5521,,0,0,1,1,,0,1,gmail.com,,6485241,123,Out,,,,0,9215200306
3159020000,L&T,JAI PARKASH,9416813219,Pun,Amsar,PCL,SDO21312,1146,@1131/4MIG KNL Karnal HR IND,29.6654013/76.9952506,GP4458065,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119423G1244658,6130981,L6118944,G1244659/,#89910100009009952221,#863709023556725,0,0,3764,,0,0,1,1,,0,1,@,,6994598,123,Out,,,,0,9416813219
4059020000,L&T,ROSHNI DEVI,8295956792,Pun,Amsar,PCL,SDO21312,1146,"ATMA RAM HN.1099,SEC 4 Karnal HR IND",29.6655753/76.9958847,GP4458080,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119850/G1244097,6138774,L6119198,G1244098/,#89910100009009952262,#863709022793311,0,0,5393,,0,0,1,1,,0,1,gmail.com,OK,6483171,123,Out,,,,0,8295956792
5308910000,L&T,ANAND SAROOP,9.20E+11,Pun,Amsar,PCL,SDO21312,1146,RAM SAROOP H.N 1076 SEC. 4 Karnal HR IND,18.124119/83.3851154,GP4458083,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119036/G1244081,6131025,L6119385,G1244082/,#89910100009009952205,#863709022726782,0,0,14142,,0,0,1,1,,0,1,gmail.com,,HRT31173,123,Out,,,,0,9.20E+11
4308910000,L&T,SAVITA,8059153078,Pun,Amsar,PCL,SDO21312,1146,"JAIVEER #1071/4,MIG Karnal HR IND",29.6655216/76.995657,GP4456546,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117712/G1244058,6139618,L6117617,G1244057/,#89910100009009951975,#863709024229595,0,0,5331.9,,0,0,1,1,,0,1,gmail.com,OK,6515746,123,Out,,,,0,8059153078
6949020000,L&T,JASPAL SINGH,9991816231,Pun,Amsar,PCL,SDO21312,1146,AVTAR SINGH H1060 MI Karnal HR IND,29.665950774245683/76.9958574941056,GP4458062,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119796G1244652,6131991,L6119255,G1244653/,#89910100009009952346,#863709023478870,0,0,19345,,0,0,1,1,,0,1,@,,501677,123,Out,,,,0,9991816231
2706220000,L&T,MEWA SINGH,8529021404,Pun,Amsar,PCL,SDO21312,1146,NANUH RAM H NO 1139 Karnal HR IND,29.6657265/76.9955762,GP4458064,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119128G1244054,6131910,L6119046,G1244699/,#89910100009009949425,#863709023456397,0,0,19960,,0,0,1,1,,0,1,@,,268958,123,Out,,,,0,8529021404
336020000,L&T,SUKHDEV SINGH S/O,9996562280,Pun,Amsar,PCL,SDO21312,1146,JEET SINGH H N1075/4 H B Karnal HR IND,29.6647789/76.9961671,GP4454593,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094699/G1244077,6138912,L6094795,G1244078/,#89910100009009949367,#863709024221261,0,0,805,,0,0,1,1,,0,1,gmail.com,,82848430,123,Out,,,,0,9996562280
1706220000,L&T,VINOD KUMAR RATI RAM,9416855323,Pun,Amsar,PCL,SDO21312,1146,H NO 1130 MIG SECT 4 Karnal HR IND,29.6653821/76.9952252,GP4458060,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119802G1244656,6131938,L6118976,G1244657/,#89910100009009949417,#863709023555073,0,0,26337,,0,0,1,1,,0,1,@,,6515350,123,Out,,,,0,9416855323
1168420000,L&T,KRISHAN NATH,9812397543,Pun,Amsar,PCL,SDO21312,1146,S/O DEVI SARAN HNO.1 104 MIG Karnal HR IND,29.6656756/76.995827,GP4458127,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094188 / G1244689,6132089,L6117727,G1244695/,#89910100009009952189,#863709024347710,0,0,15637,,0,0,1,1,,0,1,@,,487399,123,Out,,,,0,9812397543
4450220000,L&T,RAKESH KUMAR,9466706554,Pun,Amsar,PCL,SDO21312,1146,S/O ISHAM SINGH HNO. 1097 MIG Karnal HR IND,18.124119/83.3851154,GP4454596,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094762/G1244087,6138504,L6094356,G1244087/,#89910100009009948237,#863709024321053,0,0,2655,,0,0,1,1,,0,1,gmail.com,,6489435,123,Out,,,,0,9466706554
6052975707,L&T,NISHA KUMAR.W/O.MAHESH KUMAR,9896198978,Pun,Amsar,PCL,SDO21312,1146,1058 MIG.SEC.4/5 KARNAL Karnal HR-132001 IND,29.665995/76.9958293,GP4458061,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,G1244700L6119833,6132414,L6119107,G1244651/,#89910100009009952353,#863709023482237,0,0,3158,,0,0,1,1,,0,1,@,,7497441,123,Out,,,,0,9896198978
4413220000,L&T,ISHWAR SINGH,9.20E+11,Pun,Amsar,PCL,SDO21312,1146,#1059/4-5 KARNAL Karnal HR IND,29.6657942/76.9956616,GP4458063,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117831G1244654,6131814,L6119759,G1244655/,#89910100009009952080,#89910100009009952080,0,0,12343,,0,0,1,1,,0,1,@,,6097321,123,Out,,,,0,9.20E+11
6350220000,L&T,SNEHLATA W/O SURESH KUMAR,9671828908,Pun,Amsar,PCL,SDO21312,1146,H. NO.- 1047 SEC-4 U.E KARNAL HR IND,29.6657507/76.996067,GP4458129,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6119196/ G1244687,6138758 we,L6117429,G1244698/,#89910100009009952122,#863709024382477,0,0,11577,,0,0,1,1,,0,1,@,,6515739,123,Out,,,,0,9671828908
3059020000,L&T,RAKESH KUMAR,9466690948,Pun,Amsar,PCL,SDO21312,1146,S/O ISHAM SINGH HNO 1096/4-5 Karnal HR IND,29.6637116/76.9961671,GP4456547,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117474/G1244089,6131375,L6117754,G1244090/,#89910100009009948252,#863709024310874,0,0,2349,,0,0,1,1,,0,1,gmail.com,,6483277,123,Out,,,,0,9466690948
5413220000,L&T,NARAYAN SINGH,9992152333,Pun,Amsar,PCL,SDO21312,1146,#1062/4-5 KNL Karnal HR IND,29.6657593/76.9960817,GP4458126,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,G1244692/ L6117591,6131443,L6094278,G1244696/,#89910100009009952247,#863709024249833,0,0,5109,,0,0,1,1,,0,1,@,,38367012,123,Out,,,,0,9992152333
8036020000,L&T,NARAYAN SINGH,9992122711,Pun,Amsar,PCL,SDO21312,1146,#1061/4-5 HBC Karnal HR IND,29.6658063/76.9962316,GP4458128,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6118347G1244688,6131444,L6120088,G1244697/,#89910100009009952130,#863709024160253,0,0,14073,,0,0,1,1,,0,1,@,OK,582724,123,Out,,,,0,9992122711
9036020000,L&T,RAJESH BHALLA,9802932556,Pun,Amsar,PCL,SDO21312,1146,H.NO.1066/4 KNL Karnal HR IND,29.6681221/76.9940073,GP4457516,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6120071G1244073,6138277,L6120077,G1244670/,#89910100009009949300,#863709024262117,0,0,10120,,0,0,1,1,,0,1,gmail.com,,6483331,123,Out,,,,0,9802932556
5566810000,L&T,KANTA DEVI,9215602666,Pun,Amsar,PCL,SDO21312,1141,DHARAM PAL HN.1223 SEC 4 Karnal HR IND,29.6656151/76.9946858,GP4456822,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6120312/G1244005,6131891,L6120515,G1244006/,#89910100009009948906,#863709024269336,0,0,4830,,0,0.28,1,1,,0,1,@,,D0195651,123,Out,,,,0,9215602666
4628815395,L&T,SATI DEVI,9306316634,Pun,Amsar,PCL,SDO21312,1113,1463/4 Karnal HR IND,29.6667433/76.9956068,GP4456467,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117422/G1244204,6130979,L6117075,G1244210/,#89910100009010176356,#863709024320683,0,696,696,,0,1.33,1,1,,0,1,123@gmail.com,OK,XA594911,123,Out,YES,,,0,9306316634
7401643953,MI Hold By L&T,INDERJEET SINGH,9034181084,Pun,Amsar,PCL,SDO21312,1113,1213 LIG SECT 45 KN Karnal HR IND,29.6684081/76.996887,GP4454689,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6095030/G1244026,6130751,L6094682,G1244027/,#89910100009009948880,#863709024361406,0,0,4997.9,,0,0,1,1,,0,1,@,,6483534,123,Out,,,,0,9034181084
4035520000,L&T,KAMLESH DEVI,9416361163,Pun,Amsar,PCL,SDO21312,1146,#1142/4 LIG KNL Karnal HR IND,29.6653768/76.9952479,GP4456636,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117383/G1244024,6132434,L6117472,G1244025/,#89910100009009952171,#863709024250104,0,0,557,,0,0,1,1,,0,1,@,,37846602,123,,,,,0,9416361163
7426020000,L&T,JEEVAN LAL,7206016377,Pun,Amsar,PCL,SDO21312,1146,DAYAL CHAND H NO 114 Karnal HR IND,29.6654474/76.9952171,GP4456821,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6120847/G1244022,6130352,L6120798,G1244023/,#89910100009009948211,#863709024324073,0,0,8629.7,,0,0,1,1,,0,1,@,,5663937,123,,,,,0,7206016377
8374520000,L&T,NEELAM PARKASH,9034008875,Pun,Amsar,PCL,SDO21312,1146,"#772/4,S.F. KNL Karnal HR IND",29.6653167/76.9950045,GP4456633,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117734,6130323,L6117932,g1244049/,#89910100009009949391,#863709024274666,0,0,24230,,0,28,1,1,,0,1,@,,552335,123,Out,,,,0,9034008875
2569091212,L&T,NARINDER KUMAR,9416322521,Pun,Amsar,PCL,SDO21312,1146,774 F.F H. B SEC 4 SEC4 KARNAL Karnal HR-132001 IND,29.6653471/76.9948062,GP4454690,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094996/G1244011,6130744,L6094912,G1244012/,#89910100009009948948,#863709024306104,0,0,3742,,0,0,1,1,,0,1,@,,866157,123,Out,,,,0,9416322521
1825520000,L&T,KAMLESH RANI,9034679100,Pun,Amsar,PCL,SDO21312,1146,"#774/4,S.F.HBC Karnal HR IND",29.6654362/76.9948569,GP4454693,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094999/G1244009,6130748,L6094749,G1244010/,#89910100009009948922,#863709024265250,0,0,17228,,0,0,1,1,,0,1,@,,922835,123,Out,,,,0,9034679100
2695220000,L&T,VINIT BHATIA,9034455913,Pun,Amsar,PCL,SDO21312,1146,#772/4-5 SET Karnal HR IND,29.6684081/76.996887,GP4456635,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117730/G1244064,6132445,L6117628,G1244050/,#89910100009009952163,#863709024395602,0,0,4332,,0,0,1,1,,0,1,@,,1019851,123,Out,,,,0,9034455913
8666333920,L&T,KAVITA BANSAL,9254577731,Pun,Amsar,PCL,SDO21312,1146,773 SEC 4 F.1 KARNAL Karnal HR-132001 IND,29.6684081/76.996887,GP4456632,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6117757/g1244070,6132469,L6117637,g1244065/,#89910100009009949383,#863709024274542,0,0,3999,,0,28,1,1,,0,1,@,,593393,123,Out,,,,0,9254577731
3565798629,L&T,BHUPINDER KAUR,9034336349,Pun,Amsar,PCL,SDO21312,1146,1249 SEC 4 . L.I.G KARNAL Karnal HR-132001 IND,29.6653814/76.9914875,GP4454688,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094992,613070,L6094598/g1244047,g1244044/,#89910100009009948187,#863709024358840,0,0,51171,,0,28,1,1,,0,1,@,,37343104,123,,,,,0,9034336349
795220000,L&T,SMT.RAJ KUMARI,7082031230,Pun,Amsar,PCL,SDO21312,1146,"H.NO.774/4,G.FLOOR HB Karnal HR IND",29.6653958/76.9949112,GP4458125,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6093926/G1244007,6131928,L6119630,G1244008/,#89910100009009948963,#863709024143978,0,0,3548,,0,0,1,1,,0,1,@,,965100,123,Out,,,,0,7082031230
9855520000,L&T,BHOLA NATH S/O BRENA,9728885757,Pun,Amsar,PCL,SDO21312,1146,M DEV HNO 1145 SE425 Karnal HR IND,29.6654948/76.9952263,GP4456819,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6120474/G1244019,6132129,L6120777,G1244066/,#89910100009009948229,#863709024269633,0,0,7481,,0,0,1,1,,0,1,@,OK,6489597,123,,,,,0,9728885757
3158420000,L&T,CHANDER KIRAN,9812122211,Pun,Amsar,PCL,SDO21312,1146,"775/4,S.F.,KNL KNL Karnal HR IND",29.6654405/76.9948488,GP4454692,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6094556/G1244013,6131930,L6094989,G1244014/,#89910100009009948898,#863709024304810,0,0,3832,,0,0.28,1,1,,0,1,@,OK,6838057,123,Out,,,,0,9812122211
50220000,L&T,BHALE RAM,9728889872,Pun,Amsar,PCL,SDO21312,1146,S/O BRAHAM DEV H.NO - 1218 SEC 4/5 Karnal HR IND,29.665496/76.9948525,GP4456820,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6120757/G1244015,6130238,L6120771,G1244016/,#89910100009009948989,#863709024208086,0,0,6818,,0,0,1,1,,0,1,@,,11802948,123,Out,,,,0,9728889872
5470520000,L&T,BRIJ LAL,9996664431,Pun,Amsar,PCL,SDO21312,1146,"INDER SAIN #775 SEC4,KNL Karnal HR IND",29.6653814/76.9914875,GP4456823,SDO21312,SDO21312,XYZ,01-Apr-19,123,1-Phase,SKM-145,L6120781,6131801,L6120707/g1244045,g1244042/,#89910100009009948286,#863709024304760,0,0,9283,,0,0.28,1,1,,0,1,@,,6097091,123,Out,,,,0,9996664431
